"predicate_id","predicate_kind","observation_text","predicate_classes","side_binding","condition_selectors","condition_candidate_ids","condition_candidate_keys","contradiction_condition_ids","contradiction_condition_keys","freshness_condition_ids","freshness_condition_keys","evaluation_contract","observability","implementation_status","base_edge_ids","status"
"INV-013","INVALIDATION","aggressive flowが継続しstackを消費","COMPOSITE_INVALIDATION LIQUIDITY_STACK_REBUILD TAPE_AGGRESSION","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G07-014 CD-G07-038 CD-G16-007 CD-G16-008","bid_pull_ratio_1s ask_pull_ratio_1s buyer_fade_active seller_fade_active","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-019 CD-G01-020 CD-G01-027 CD-G01-005","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned depth_book_synced depth_sequence_contiguous depth_event_fresh persistence_confirmed market_state_atomic window_complete trade_event_fresh","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-EXH-AGGRESSION-NO-FOLLOW-001::E98","UNVALIDATED"
"INV-014","INVALIDATION","volumeに比例したrange expansion","COMPOSITE_INVALIDATION TAPE_PARTICIPATION","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G04-015 CD-G08-002 CD-G08-005 CD-G08-026 CD-G08-029","trade_rate_percentile_1m buy_market_volume_1s buy_trade_count_1s sell_market_volume_1s sell_trade_count_1s","CD-G04-015","trade_rate_percentile_1m","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-EXH-EFFORT-RESULT-001::E98","UNVALIDATED"
"INV-015","INVALIDATION","liquidation後もspot／aggressive flowとacceptance継続","COMPOSITE_INVALIDATION LIQUIDATION_FLOW PRICE_ACCEPTANCE TAPE_AGGRESSION","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G12-030 CD-G16-023 CD-G16-024 CD-G16-007 CD-G16-008","observed_liquidation_imbalance_5s upside_breakout_failure downside_breakout_failure buyer_fade_active seller_fade_active","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-006 CD-G01-027 CD-G01-005 CD-G01-019","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned liquidation_event_fresh window_complete trade_event_fresh persistence_confirmed","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-EXH-LIQUIDATION-CASCADE-END-001::E98","UNVALIDATED"
"INV-016","INVALIDATION","zoneをsell flowがbreakしbelow hold","BREAK_ATTEMPT COMPOSITE_INVALIDATION PRICE_ACCEPTANCE TAPE_AGGRESSION","EXPLICIT_SELL_OR_ASK_COMPONENT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-023 CD-G16-024 CD-G16-007 CD-G16-008","upside_breakout_failure downside_breakout_failure buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020 CD-G01-010 CD-G01-016","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic receive_clock_monotonic duplicate_event_absent","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-STACK-BUY-SUPPORT-RETEST-001::E98","UNVALIDATED"
"INV-017","INVALIDATION","zoneをbuy flowがbreakしabove hold","BREAK_ATTEMPT COMPOSITE_INVALIDATION PRICE_ACCEPTANCE TAPE_AGGRESSION","EXPLICIT_BUY_OR_BID_COMPONENT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-023 CD-G16-024 CD-G16-007 CD-G16-008","upside_breakout_failure downside_breakout_failure buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020 CD-G01-010 CD-G01-016","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic receive_clock_monotonic duplicate_event_absent","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-STACK-SELL-RESIST-RETEST-001::E98","UNVALIDATED"
"INV-018","INVALIDATION","opposite imbalance出現かrange中央復帰","COMPOSITE_INVALIDATION FOOTPRINT_IMBALANCE","TERMINAL_SIDE","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G10-022 CD-G10-026 CD-G10-030 CD-G10-034","positive_imbalance_count_5s negative_imbalance_count_5s stacked_buy_imbalance_depth_5s stacked_sell_imbalance_depth_5s","CD-G10-022 CD-G10-026","positive_imbalance_count_5s negative_imbalance_count_5s","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-STACK-RANGE-POC-SHIFT-001::E98","UNVALIDATED"
"INV-019","INVALIDATION","opposite stacked imbalanceがzoneを貫通","COMPOSITE_INVALIDATION FOOTPRINT_IMBALANCE LIQUIDITY_STACK_REBUILD","TERMINAL_SIDE","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G10-022 CD-G10-026 CD-G10-030 CD-G10-034 CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","positive_imbalance_count_5s negative_imbalance_count_5s stacked_buy_imbalance_depth_5s stacked_sell_imbalance_depth_5s bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G10-022 CD-G10-026 CD-G07-014 CD-G07-038","positive_imbalance_count_5s negative_imbalance_count_5s bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-STACK-PULLBACK-HOLD-REACCEL-001::E98","UNVALIDATED"
"INV-020","INVALIDATION","imbalance継続なのにprice進展停止","COMPOSITE_INVALIDATION FOOTPRINT_IMBALANCE PRICE_PROGRESS PRICE_STALL","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G10-022 CD-G10-026 CD-G10-030 CD-G10-034 CD-G09-002 CD-G09-006 CD-G09-018 CD-G09-022 CD-G16-021 CD-G16-022 CD-G09-026 CD-G09-030 CD-G16-033 CD-G16-034","positive_imbalance_count_5s negative_imbalance_count_5s stacked_buy_imbalance_depth_5s stacked_sell_imbalance_depth_5s upward_progress_ticks_1s downward_progress_ticks_1s buy_efficiency_1s sell_efficiency_1s upside_breakout_follow_through downside_breakout_follow_through buy_no_progress_ratio_1s sell_no_progress_ratio_1s buy_momentum_fading sell_momentum_fading","CD-G10-022 CD-G10-026 CD-G09-026 CD-G09-030 CD-G09-002 CD-G09-006","positive_imbalance_count_5s negative_imbalance_count_5s buy_no_progress_ratio_1s sell_no_progress_ratio_1s upward_progress_ticks_1s downward_progress_ticks_1s","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-STACK-PERSISTENCE-PROGRESS-001::E98","UNVALIDATED"
"INV-021","INVALIDATION","icebergが継続しprice反転","COMPOSITE_INVALIDATION ICEBERG_REFILL PRICE_REVERSAL","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G07-011 CD-G07-020 CD-G07-035 CD-G07-044 CD-G09-026 CD-G09-030 CD-G09-034 CD-G09-038 CD-G16-015 CD-G16-016 CD-G16-040 CD-G16-041","bid_refresh_count_1s bid_level_turnover_1s ask_refresh_count_1s ask_level_turnover_1s buy_no_progress_ratio_1s sell_no_progress_ratio_1s reversion_from_window_high_1s reversion_from_window_low_1s high_rejection_active low_rejection_active directional_flow_resumed_up directional_flow_resumed_down","CD-G16-037 CD-G16-038 CD-G16-021 CD-G16-022","bid_passive_defense_failed ask_passive_defense_failed upside_breakout_follow_through downside_breakout_follow_through","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ANY named invalidation atom true terminates the instance","HYBRID INFERRED","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE INFERRED_MBP_REQUIRED","PAT-ICE-BARRIER-DEPLETE-BREAK-001::E98","UNVALIDATED"
"INV-022","INVALIDATION","floor breakかつsell acceptance","COMPOSITE_INVALIDATION PRICE_ACCEPTANCE","EXPLICIT_SELL_OR_ASK_COMPONENT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete","ANY named invalidation atom true terminates the instance","HYBRID","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E98","UNVALIDATED"
"INV-023","INVALIDATION","ceiling breakかつbuy acceptance","COMPOSITE_INVALIDATION PRICE_ACCEPTANCE","EXPLICIT_BUY_OR_BID_COMPONENT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete","ANY named invalidation atom true terminates the instance","HYBRID","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE","PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001::E98","UNVALIDATED"
"INV-024","INVALIDATION","second attemptもrejectされrange復帰","COMPOSITE_INVALIDATION RECLAIM_RETURN RETEST_SEQUENCE","TERMINAL_SIDE","ANY_MATCHED_ATOM REFERENCE_SIDE_RESOLVED SIDE_RESOLVED","CD-G16-025 CD-G16-026 CD-G09-034 CD-G09-038 CD-G16-013 CD-G16-014","reclaim_above_reference reclaim_below_reference reversion_from_window_high_1s reversion_from_window_low_1s repeated_high_test repeated_low_test","CD-G16-017 CD-G16-018 CD-G16-021 CD-G16-022 CD-G16-023 CD-G16-024","acceptance_above_reference acceptance_below_reference upside_breakout_follow_through downside_breakout_follow_through upside_breakout_failure downside_breakout_failure","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ANY named invalidation atom true terminates the instance","HYBRID","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE","PAT-ICE-SECOND-ATTEMPT-DEPLETION-001::E98","UNVALIDATED"
"INV-025","INVALIDATION","stop burst後に新levelを保持できずsnapback","COMPOSITE_INVALIDATION RECLAIM_RETURN STOP_SWEEP","TERMINAL_SIDE","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G16-025 CD-G16-026 CD-G09-034 CD-G09-038 CD-G16-042 CD-G16-043 CD-G16-044 CD-G16-045 CD-G08-014 CD-G08-038","reclaim_above_reference reclaim_below_reference reversion_from_window_high_1s reversion_from_window_low_1s upward_sweep_active downward_sweep_active upside_stop_run_like downside_stop_run_like buy_large_trade_count_1s sell_large_trade_count_1s","CD-G16-017 CD-G16-018 CD-G16-021 CD-G16-022","acceptance_above_reference acceptance_below_reference upside_breakout_follow_through downside_breakout_follow_through","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ANY named invalidation atom true terminates the instance","HYBRID","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE","PAT-ICE-BREAK-STOPS-ACCEPT-001::E98","UNVALIDATED"
"INV-026","INVALIDATION","high外でvolume／value形成","COMPOSITE_INVALIDATION PROFILE_AUCTION TAPE_PARTICIPATION","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM REFERENCE_SIDE_RESOLVED SIDE_RESOLVED","CD-G11-001 CD-G11-007 CD-G11-009 CD-G11-017 CD-G11-019 CD-G11-029 CD-G11-031 CD-G04-015 CD-G08-002 CD-G08-005 CD-G08-026 CD-G08-029","point_of_control_distance_session high_volume_node_distance_session low_volume_node_distance_session poc_migration_session value_area_migration_session acceptance_above_value_session acceptance_below_value_session trade_rate_percentile_1m buy_market_volume_1s buy_trade_count_1s sell_market_volume_1s sell_trade_count_1s","CD-G11-017 CD-G11-019 CD-G04-015","poc_migration_session value_area_migration_session trade_rate_percentile_1m","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-027 CD-G01-028 CD-G01-019","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh window_complete baseline_sample_sufficient persistence_confirmed","ANY named invalidation atom true terminates the instance","DERIVED DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-SWEEP-HIGH-ABSORB-SNAPBACK-001::E98","UNVALIDATED"
"INV-027","INVALIDATION","low外でvolume／value形成","COMPOSITE_INVALIDATION PROFILE_AUCTION TAPE_PARTICIPATION","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM REFERENCE_SIDE_RESOLVED SIDE_RESOLVED","CD-G11-001 CD-G11-007 CD-G11-009 CD-G11-017 CD-G11-019 CD-G11-029 CD-G11-031 CD-G04-015 CD-G08-002 CD-G08-005 CD-G08-026 CD-G08-029","point_of_control_distance_session high_volume_node_distance_session low_volume_node_distance_session poc_migration_session value_area_migration_session acceptance_above_value_session acceptance_below_value_session trade_rate_percentile_1m buy_market_volume_1s buy_trade_count_1s sell_market_volume_1s sell_trade_count_1s","CD-G11-017 CD-G11-019 CD-G04-015","poc_migration_session value_area_migration_session trade_rate_percentile_1m","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-027 CD-G01-028 CD-G01-019","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh window_complete baseline_sample_sufficient persistence_confirmed","ANY named invalidation atom true terminates the instance","DERIVED DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-SWEEP-LOW-ABSORB-SNAPBACK-001::E98","UNVALIDATED"
"INV-028","INVALIDATION","wall消費後もsame-side aggression継続","COMPOSITE_INVALIDATION TAPE_AGGRESSION WALL_STATE","TERMINAL_SIDE","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002 CD-G06-029 CD-G06-030 CD-G06-031 CD-G06-032 CD-G07-011 CD-G07-014 CD-G07-035 CD-G07-038 CD-G16-035 CD-G16-036 CD-G16-037 CD-G16-038","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s bid_wall_concentration_top10 distance_to_nearest_bid_wall ask_wall_concentration_top10 distance_to_nearest_ask_wall bid_refresh_count_1s bid_pull_ratio_1s ask_refresh_count_1s ask_pull_ratio_1s bid_passive_defense_holding ask_passive_defense_holding bid_passive_defense_failed ask_passive_defense_failed","CD-G16-007 CD-G16-008 CD-G16-037 CD-G16-038","buyer_fade_active seller_fade_active bid_passive_defense_failed ask_passive_defense_failed","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-SWEEP-ICEBERG-DRYUP-001::E98","UNVALIDATED"
"INV-029","INVALIDATION","range復帰せずnew level hold","COMPOSITE_INVALIDATION PRICE_ACCEPTANCE PROFILE_AUCTION RECLAIM_RETURN","TERMINAL_SIDE","ANY_MATCHED_ATOM REFERENCE_SIDE_RESOLVED SIDE_RESOLVED","CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031 CD-G11-001 CD-G11-007 CD-G11-009 CD-G11-017 CD-G11-019 CD-G16-025 CD-G16-026 CD-G09-034 CD-G09-038","acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session point_of_control_distance_session high_volume_node_distance_session low_volume_node_distance_session poc_migration_session value_area_migration_session reclaim_above_reference reclaim_below_reference reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-023 CD-G16-024 CD-G11-017 CD-G11-019 CD-G16-017 CD-G16-018","upside_breakout_failure downside_breakout_failure poc_migration_session value_area_migration_session acceptance_above_reference acceptance_below_reference","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-028","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete baseline_sample_sufficient","ANY named invalidation atom true terminates the instance","DERIVED HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-SWEEP-QUICK-RETURN-TRAP-001::E98","UNVALIDATED"
